"Country.Name","Country.Code","Region","IncomeGroup","Year","Life.Expectancy.World.Bank","Prevelance.of.Undernourishment","CO2","Health.Expenditure..","Education.Expenditure..","Unemployment","Sanitation","Injuries","Communicable","NonCommunicable"
"Ireland","IRL","Europe & Central Asia","High income",2008,80.0951219512195,2.5,45779.9987792969,9.10927963,5.45828008651733,6.76999998092651,66.79925671,102389.3,51482.54,937095.38
"Iceland","ISL","Europe & Central Asia","High income",2008,81.609756097561,2.5,2180.0000667572,8.34370804,7.03601980209351,2.95000004768372,58.41497792,6353.42,3268.01,59808.99
"Israel","ISR","Middle East & North Africa","High income",2008,80.9512195121951,2.5,66709.9990844727,6.96061993,5.5199499130249,7.69999980926514,85.88121395,187708.15,95279.61,1296662.76
"Italy","ITA","Europe & Central Asia","High income",2008,81.4853658536585,2.5,444980.010986328,8.53282356,4.38794994354248,6.71999979019165,95.68226338,1187256.44,590294.54,15676879.3
"Jordan","JOR","Middle East & North Africa","Upper middle income",2008,73.099,6.5,20010.0002288818,8.48880672,3.67000007629395,12.6999998092651,78.18983639,144170.47,262894.39,888874.63
"Japan","JPN","East Asia & Pacific","High income",2008,82.5875609756098,2.5,1158219.97070313,8.08909321,3.27241992950439,4,76.51646106,3602237.4,2005913.59,29632558.2
"Kuwait","KWT","Middle East & North Africa","High income",2008,73.976,2.5,75839.9963378906,1.92400312,2.76999998092651,1.75,100,66077.01,53665.99,380201.3
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2008,77.911,9.4,18649.9996185303,7.81755829,2.01479005813599,7.67199993133545,11.95718112,103296.69,143017.65,889175.68
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2008,43.384,12.3,460.00000834465,7.70154142,12.3295202255249,28.7600002288818,24.46811831,158249.14,1360606.55,409964.07
"Lithuania","LTU","Europe & Central Asia","High income",2008,71.8121951219512,2.5,13060.0004196167,6.29453754,4.83990001678467,5.82999992370605,83.2968505,244970.86,66936.9,1106978.1
"Latvia","LVA","Europe & Central Asia","High income",2008,72.419512195122,2.5,8109.99965667725,5.6001029,5.36644983291626,7.73999977111816,57.88792435,132123.05,46455.53,779985.22
"Morocco","MAR","Middle East & North Africa","Lower middle income",2008,73.546,5.6,48630.0010681152,5.30251694,5.34215021133423,9.56999969482422,35.48432466,1319503.24,2683294.79,6329725.56
"Madagascar","MDG","Sub-Saharan Africa","Low income",2008,62.509,30.4,1779.99997138977,4.10616875,2.55433988571167,3.58200001716614,6.340402513,524290.78,7115964.64,3151125.83
"Mexico","MEX","Latin America & Caribbean","Upper middle income",2008,75.194,4.5,459549.987792969,5.69886971,4.82006978988647,3.86999988555908,29.96951033,4086155.82,4655409.93,19623323.76
"Mali","MLI","Sub-Saharan Africa","Low income",2008,54.193,9.4,2079.99992370605,5.04372358,3.403559923172,10.4940004348755,11.46107647,608940.37,10183254.81,2476700.94
"Malta","MLT","Middle East & North Africa","High income",2008,79.6365853658537,2.5,2720.00002861023,7.8633585,5.50121021270752,5.98000001907349,91.86797469,8822.52,5517.13,97471.07
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2008,74.118,3.6,202910.003662109,3.00692534,3.95851993560791,3.3199999332428,67.60357221,724245.34,1054934,4323951.52
"Netherlands","NLD","Europe & Central Asia","High income",2008,80.2512195121951,2.5,165220.001220703,9.27664948,5.02904987335205,3.65000009536743,97.45917384,305497.83,212516.68,3833644.61
"Norway","NOR","Europe & Central Asia","High income",2008,80.5926829268293,2.5,36869.9989318848,7.96075296,6.2852201461792,2.54999995231628,61.25272549,121564.44,58426.98,1109330.12
"Nepal","NPL","South Asia","Lower middle income",2008,66.727,13,2990.00000953674,3.80911303,3.8051700592041,1.33000004291534,23.1351786,840658.08,4585507.04,4465785.69
"New Zealand","NZL","East Asia & Pacific","High income",2008,80.3512195121951,2.5,34169.9981689453,9.12382889,5.51144981384277,4.17000007629395,78.83349224,154283.44,45291.82,887611.43
"Peru","PER","Latin America & Caribbean","Upper middle income",2008,73.826,11.6,38290.0009155273,4.51443434,2.8677499294281,4.03999996185303,25.45390696,850282.09,1840572.59,4020015.84
"Philippines","PHL","East Asia & Pacific","Lower middle income",2008,69.515,11.3,75150.0015258789,3.8631587,2.58282995223999,3.72000002861023,47.18619939,2881939.97,9509638.9,16369131.91
"Poland","POL","Europe & Central Asia","High income",2008,75.5439024390244,2.5,308329.986572266,6.37592173,5.04239988327026,7.11999988555908,84.37759579,1661574.18,582603.52,10506597.54
"Portugal","PRT","Europe & Central Asia","High income",2008,78.5243902439025,2.5,56840.0001525879,9.58307838,4.69609022140503,7.55000019073486,62.17196655,265120.74,209021.47,2864912.42
"Romania","ROU","Europe & Central Asia","High income",2008,72.5658536585366,2.5,95419.9981689453,5.02274227,4.0971999168396,5.78999996185303,58.67188399,861919.99,521704.98,6624212.07
"Saudi Arabia","SAU","Middle East & North Africa","High income",2008,73.598,5.5,389720.001220703,2.97100425,5.13781023025513,5.07999992370605,44.55354762,1544044.48,760027.12,3955524.47
"Senegal","SEN","Sub-Saharan Africa","Lower middle income",2008,62.88,11.9,6440.00005722046,3.50687575,4.02568006515503,10.1330003738403,16.7035364,321085.94,3768005.67,1841615.71
"Sierra Leone","SLE","Sub-Saharan Africa","Low income",2008,47.508,40.3,519.999980926514,9.87387085,2.41317009925842,3.91899991035461,10.85889068,257011.4,4095875.88,1126564.54
"Serbia","SRB","Europe & Central Asia","Upper middle income",2008,73.8853658536585,2.5,49830.0018310547,9.47590065,4.44199991226196,13.6999998092651,20.17332053,317004.39,130231.39,3084988.57
"Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income",2008,66.412,11.1,90.0000035762787,7.11202765,5.5544900894165,15.6309995651245,21.30656861,4948.35,27718.05,27121.43
"Slovenia","SVN","Europe & Central Asia","High income",2008,78.7658536585366,2.5,17360.0006103516,7.85466576,5.10951995849609,4.36999988555908,42.53065154,97082.52,23660.99,498690.34
"Sweden","SWE","Europe & Central Asia","High income",2008,81.1,2.5,46150.0015258789,8.20824242,6.34455013275146,6.23000001907349,93.61668288,235079.23,95522.78,2262759.14
"Togo","TGO","Sub-Saharan Africa","Low income",2008,56.178,25.5,1570.00005245209,3.84063792,3.2853000164032,3.33500003814697,6.989899173,218187.25,2915004.77,914401.38
"Thailand","THA","East Asia & Pacific","Upper middle income",2008,73.341,10.6,227580.001831055,3.45933914,3.50850009918213,1.17999994754791,21.86139241,2937318.57,2886179.07,12892537.7
"Tunisia","TUN","Middle East & North Africa","Lower middle income",2008,74.72,3.8,25250,5.41714668,6.27157020568848,12.4399995803833,64.32807405,316781.93,346203.13,1943894.57
"Tanzania","TZA","Sub-Saharan Africa","Lower middle income",2008,56.777,25.9,6079.99992370605,5.55704832,4.18591022491455,2.76900005340576,14.67210672,1264044.59,19265916.12,6776601.32
"Ukraine","UKR","Europe & Central Asia","Lower middle income",2008,68.2514634146342,2.5,301200.012207031,5.49728012,6.15242004394531,6.3600001335144,45.73839854,3022491.75,1688488.95,19132061.61
"Samoa","WSM","East Asia & Pacific","Lower middle income",2008,71.158,4,170.000001788139,4.65748072,5.14420986175537,5.58099985122681,48.33979685,5995.53,8678.45,38213.38
"Argentina","ARG","Latin America & Caribbean","Upper middle income",2009,75.116,3.2,156570.007324219,9.45598793,5.53105020523071,8.64999961853027,49.75629799,1398097.29,1490845.69,8554280.25
"Armenia","ARM","Europe & Central Asia","Upper middle income",2009,73.118,4.4,4510.00022888184,8.44377995,3.84079003334045,18.4400005340576,52.42774152,90683.22,94419.59,800241.45
"Australia","AUS","East Asia & Pacific","High income",2009,81.5439024390244,2.5,395290.008544922,8.56316471,5.08451986312866,5.55999994277954,63.62345662,658193.07,208003.61,4522625.2
"Austria","AUT","Europe & Central Asia","High income",2009,80.3317073170732,2.5,64419.9981689453,10.22582531,5.73024988174438,5.30000019073486,99.64897038,228336.17,74331.63,2128101.77
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income",2009,70.597,2.5,25500,2.6137836,3.22430992126465,5.73999977111816,24.50816483,237392.31,718762.42,2118300.33
"Belgium","BEL","Europe & Central Asia","High income",2009,80.0341463414634,2.5,99669.9981689453,10.35455036,6.45809984207153,7.90999984741211,79.13136904,397587.41,165066.15,2735586.89
"Bangladesh","BGD","South Asia","Lower middle income",2009,69.485,14.8,44750,2.56097794,1.9394199848175,5,27.35956418,4132735.05,19197079.73,23932837.15
"Bulgaria","BGR","Europe & Central Asia","Upper middle income",2009,73.4121951219512,4.1,42909.9998474121,6.59577608,4.27429008483887,6.82000017166138,51.41793406,306840.18,151309.79,2996261.56
"Belarus","BLR","Europe & Central Asia","Upper middle income",2009,70.4073170731707,2.5,57400.0015258789,5.39037848,4.3689398765564,6.09999990463257,80.38677775,705243.41,203550.32,3436276.5
"Brazil","BRA","Latin America & Caribbean","Upper middle income",2009,73.3,4.3,350000,8.39480209,5.46355009078979,8.52000045776367,39.4570433,9712939.03,11590058.82,40783707.64
"Central African Republic","CAF","Sub-Saharan Africa","Low income",2009,46.719,31.9,170.000001788139,4.81901073,1.25458002090454,5.48699998855591,17.53225618,362707.02,3649902.63,879031.95
"Canada","CAN","North America","High income",2009,80.9951219512195,2.5,521320.007324219,10.71716499,4.84057998657227,8.34000015258789,80.46202275,847215.82,409039.81,7292835.52
"Switzerland","CHE","Europe & Central Asia","High income",2009,82.0439024390244,2.5,43669.9981689453,10.06906986,4.89041996002197,4.11999988555908,99.61718556,221920.51,78929.86,1793092.89
"Chile","CHL","Latin America & Caribbean","High income",2009,78.558,3.5,65449.9969482422,7.20918465,4.23064994812012,11.3100004196167,61.22076212,527775.46,305782.84,3162679.85
"China","CHN","East Asia & Pacific","Upper middle income",2009,74.119,2.8,7719069.82421875,4.3495841,3.75,4.71999979019165,32.22411192,42609219.04,28486642,289173436.4
"Colombia","COL","Latin America & Caribbean","Upper middle income",2009,75.193,12.1,62009.9983215332,7.31134653,4.77651977539063,11.289999961853,16.63217499,2410733.07,1791204.73,7017879.98
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2009,78.626,4.3,7199.99980926514,7.86019039,6.01030015945435,7.71000003814697,35.77657392,119780.88,87854.72,665674.75
"Cuba","CUB","Latin America & Caribbean","Upper middle income",2009,78.256,2.5,26979.9995422363,12.29053974,13.1248598098755,1.66999995708466,38.28220647,319490.44,238564.53,2547608.32
"Cyprus","CYP","Europe & Central Asia","High income",2009,79.245,4.7,8279.99973297119,6.46531582,7.2054500579834,5.3600001335144,76.48196428,27004.25,10665.48,228031.14
"Germany","DEU","Europe & Central Asia","High income",2009,79.8365853658537,2.5,734809.997558594,11.23758507,4.90951013565063,7.73999977111816,96.38563061,1857716.09,930010.76,23049660.6
"Denmark","DNK","Europe & Central Asia","High income",2009,78.5975609756098,2.5,47930.0003051758,10.67432022,8.44888019561768,6.40999984741211,87.70534319,123016.86,74563.22,1467776.06
"Algeria","DZA","Middle East & North Africa","Lower middle income",2009,74.644,5.1,112169.998168945,5.3593955,6.03000020980835,10.1599998474121,20.01637628,1291012.47,1893227.66,6111864.09
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2009,74.895,16,34500,5.6990099,4.34242010116577,4.6100001335144,40.90037094,788986.56,857882.16,2471501.7
"Spain","ESP","Europe & Central Asia","High income",2009,81.4756097560976,2.5,287489.990234375,9.10707188,4.91200017929077,17.8600006103516,94.33500698,986580.45,548897.14,10781023.4
"Estonia","EST","Europe & Central Asia","High income",2009,74.8243902439024,2.5,15050.0001907349,6.51218891,5.96005010604858,13.5500001907349,92.67935265,60903.87,21706.49,416769.23
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2009,60.645,28.5,6530.00020980835,4.64983416,4.42207002639771,2.38000011444092,4.305104889,3047373.39,33446873.58,11190496.84
"Finland","FIN","Europe & Central Asia","High income",2009,79.719512195122,2.5,54180.0003051758,9.16122246,6.45955991744995,8.25,82.3016292,208306.53,41667.16,1378925.33
"United Kingdom","GBR","Europe & Central Asia","High income",2009,80.0512195121951,2.5,466489.990234375,9.8809166,5.04631996154785,7.53999996185303,97.90168872,1241980.85,1016576.25,16078148.87
"Georgia","GEO","Europe & Central Asia","Upper middle income",2009,71.18,5,5619.99988555908,9.56681633,3.22237992286682,20.7099990844727,41.57598549,151567.36,138845.93,1347172.87
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2009,60.645,6.6,10010.0002288818,4.42220068,5.31744003295898,5.21700000762939,8.164356208,731211.02,8504992.66,3925633.79
"Croatia","HRV","Europe & Central Asia","High income",2009,76.1682926829268,2.5,20309.9994659424,8.17583179,4.35808992385864,9.19999980926514,78.39827327,173146.96,54675.01,1318120.05
"Hungary","HUN","Europe & Central Asia","High income",2009,73.9048780487805,2.5,47840.0001525879,7.2392807,4.94466018676758,10.0299997329712,73.17910955,398497.72,125586.21,3426188.72
"India","IND","South Asia","Lower middle income",2009,66.244,16.3,1564880.00488281,3.48537874,3.27824997901917,5.54400014877319,23.3386407,54420117.23,217642490.3,222096113.7
"Ireland","IRL","Europe & Central Asia","High income",2009,80.190243902439,2.5,40560.001373291,10.5062685,6.15610980987549,12.6099996566772,68.48680663,103694.96,50496.62,948428.34
"Iceland","ISL","Europe & Central Asia","High income",2009,81.7512195121951,2.5,2109.99989509583,8.77518463,7.18984985351563,7.21999979019165,60.54281939,6369.72,3254.51,60389.39
"Israel","ISR","Middle East & North Africa","High income",2009,81.4048780487805,2.5,65730.0033569336,7.06538868,5.48171997070313,9.52999973297119,86.6396076,184730.91,96005.47,1308848.56
"Italy","ITA","Europe & Central Asia","High income",2009,81.6365853658537,2.5,397059.997558594,8.95162296,4.52371978759766,7.75,95.68907928,1187635.85,589857.82,15738920.89
"Jordan","JOR","Middle East & North Africa","Upper middle income",2009,73.266,6.4,20659.9998474121,9.22397041,3.58999991416931,12.8999996185303,78.7555666,141602.5,262589.84,918673.45
"Kuwait","KWT","Middle East & North Africa","High income",2009,74.162,2.5,77650.0015258789,2.70638752,3.57999992370605,1.63999998569489,100,67220.03,58481.36,392082.73
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2009,78.161,7.6,21899.9996185303,7.00737476,1.76570999622345,6.34999990463257,12.37913363,95632.78,136313.07,908391.1
"Lithuania","LTU","Europe & Central Asia","High income",2009,72.9146341463415,2.5,11689.9995803833,7.36587334,5.58523988723755,13.789999961853,83.77004563,213961.15,60097.55,1032267.73
"Latvia","LVA","Europe & Central Asia","High income",2009,73.0804878048781,2.5,7360.0001335144,6.11926985,5.52265977859497,17.5100002288818,59.83809642,119914.28,43183.64,751740.38
"Morocco","MAR","Middle East & North Africa","Lower middle income",2009,74.003,5.4,48750,5.8412447,5.26064014434814,8.96000003814697,35.80967302,1311650.68,2537964.38,6428883.5
"Madagascar","MDG","Sub-Saharan Africa","Low income",2009,62.944,29.7,1690.00005722046,4.41676188,2.82512998580933,3.97499990463257,6.692416517,539464.12,7098257.26,3234177.99
"Mexico","MEX","Latin America & Caribbean","Upper middle income",2009,75.128,4.7,448369.995117188,6.12978458,5.18794012069702,5.3600001335144,32.0685671,4333523.28,4575608.7,20218181.87
"Mali","MLI","Sub-Saharan Africa","Low income",2009,54.756,7.4,2509.99999046326,5.22657919,3.86904001235962,9.28699970245361,12.15677504,631624.62,10192848.16,2562387.48
"Malta","MLT","Middle East & North Africa","High income",2009,80.2414634146342,2.5,2509.99999046326,7.9238286,5.07039022445679,6.8899998664856,91.86797469,8779.58,5493.62,98315.14
"Mongolia","MNG","East Asia & Pacific","Lower middle income",2009,66.916,19.6,13640.0003433228,4.45979881,5.14484977722168,5.8600001335144,40.50110307,173488.53,231302.13,675940.46
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2009,74.305,3.7,181929.992675781,3.2610569,5.97418022155762,3.66000008583069,68.14477223,745935.5,1106633.62,4460380.85
"Netherlands","NLD","Europe & Central Asia","High income",2009,80.5487804878049,2.5,160490.005493164,9.99291134,5.43156003952026,4.34999990463257,97.46266315,307013.51,210575.62,3838597.17
"Norway","NOR","Europe & Central Asia","High income",2009,80.7951219512195,2.5,37430.0003051758,9.07431507,7.10337018966675,3.09999990463257,61.59292008,122448.11,58994.17,1113214.47
"Nepal","NPL","South Asia","Lower middle income",2009,67.178,11.2,3880.00011444092,3.89314747,4.6637601852417,1.55099999904633,24.97934304,841919.02,4368416.56,4572360.62
"New Zealand","NZL","East Asia & Pacific","High income",2009,80.7024390243902,2.5,31170.0000762939,9.62076378,6.28816986083984,6.11999988555908,79.39735158,153549.49,46474.21,890440.35
"Peru","PER","Latin America & Caribbean","Upper middle income",2009,74.12,9.7,41169.9981689453,4.97619247,3.13994002342224,3.98000001907349,27.4986565,924006.66,1866205.2,4279562.88
"Philippines","PHL","East Asia & Pacific","Lower middle income",2009,69.667,11.5,76300.0030517578,4.16451931,2.53777003288269,3.85999989509583,48.16415377,2957950.93,9541899.15,16844157.04
